1.588443855282112294e-01 -7.420385812014883564e-01 7.221591233805284560e-01
8.188057930906431636e-01 2.212177746235493458e+00 3.805411324632004821e-01
3.372410373020388041e-01 -1.097970961380333010e+00 -2.081844374901244521e+00
1.000000000000000000e+00 -6.314174743927032374e-01 6.750961650745432863e-01
7.030326128005981445e-01 4.053877962202924734e-01 1.046269787040030375e+00
0.000000000000000000e+00 9.360452133253372997e-01 -5.389105615276136296e-01
9.110460281372070312e-01 -1.623443558873808756e+00 -1.153442891933395442e+00
5.965136289596557617e-01 7.486415243473588943e-02 -3.430773483904170917e-01
6.999646872282028198e-02 -4.773610997252175636e-02 -5.478771370954057529e-01
7.656216025352478027e-01 -3.013030582393135762e-03 3.223633980399065457e-01
6.566434502601623535e-01 5.171448081873890601e-01 1.518722707849862852e+00
