1.588443855282112294e-01 1.189408609079754819e-01 7.789874530481083470e-01
8.188057930906431636e-01 1.173553114483306015e+00 4.083306717847487444e-01
3.372410373020388041e-01 -8.121821027205121390e-03 -2.263366693855823453e+00
1.000000000000000000e+00 1.584309868209360095e-01 7.279239695483483708e-01
7.030326128005981445e-01 5.285553859060183601e-01 1.130648719606621944e+00
0.000000000000000000e+00 7.179923642789414195e-01 -5.892778104460745237e-01
9.110460281372070312e-01 -1.957078942229563412e-01 -1.256047657545847906e+00
5.965136289596557617e-01 4.105632532394740686e-01 -3.767980512537054683e-01
6.999646872282028198e-02 3.667967430399927675e-01 -5.990065780381678140e-01
7.656216025352478027e-01 3.827622317905650107e-01 3.452076151663658332e-01
6.566434502601623535e-01 5.684510134363550682e-01 1.643261882793991102e+00
7.372451424598693848e-01 -1.381733761679979633e+00 -1.313790883920196717e-01
5.129750967025756836e-01 -2.840482476973426262e+00 1.815155675834530247e-01
