1.249612962940495606e+02 -5.779999999999999716e+01
1.130250358454844672e+02 -5.839999999999999858e+01
9.787044816539895464e+01 -5.720000000000000284e+01
9.000000000000000000e+01 -6.300000000000000000e+01
1.350000000000000000e+02 -6.260000000000000142e+01
1.302994061121717095e+02 -5.820000000000000284e+01
1.308812095178291202e+02 -6.179999999999999716e+01
1.306423647981137037e+02 -6.559999999999999432e+01
9.926800197456032038e+01 -6.320000000000000284e+01
1.267193006398156285e+02 -6.160000000000000142e+01
